code,name,level,province,city,parent_code,path,status,start_year,end_year,new_code,source
110000,北京市,province,北京市,,,北京市,active,1981,,,areacodes
110101,东城区,county,北京市,直辖,110000,北京市/东城区,active,1981,,,areacodes
110102,西城区,county,北京市,直辖,110000,北京市/西城区,active,1981,,,areacodes
110103,崇文区,county,北京市,直辖,110000,北京市/崇文区,retired,1981,2010,110101,areacodes
110104,宣武区,county,北京市,直辖,110000,北京市/宣武区,retired,1981,2010,110102,areacodes
110105,朝阳区,county,北京市,直辖,110000,北京市/朝阳区,active,1981,,,areacodes
110106,丰台区,county,北京市,直辖,110000,北京市/丰台区,active,1981,,,areacodes
110107,石景山区,county,北京市,直辖,110000,北京市/石景山区,active,1981,,,areacodes
110108,海淀区,county,北京市,直辖,110000,北京市/海淀区,active,1981,,,areacodes
110109,门头沟区,county,北京市,直辖,110000,北京市/门头沟区,active,1981,,,areacodes
110110,燕山区,county,北京市,直辖,110000,北京市/燕山区,retired,1981,1986,110111,areacodes
110111,房山区,county,北京市,直辖,110000,北京市/房山区,active,1986,,,areacodes
110112,通州区,county,北京市,直辖,110000,北京市/通州区,active,1997,,,areacodes
110113,顺义区,county,北京市,直辖,110000,北京市/顺义区,active,1998,,,areacodes
110114,昌平区,county,北京市,直辖,110000,北京市/昌平区,active,1999,,,areacodes
110115,大兴区,county,北京市,直辖,110000,北京市/大兴区,active,2001,,,areacodes
110116,怀柔区,county,北京市,直辖,110000,北京市/怀柔区,active,2001,,,areacodes
110117,平谷区,county,北京市,直辖,110000,北京市/平谷区,active,2001,,,areacodes
110118,密云区,county,北京市,直辖,110000,北京市/密云区,active,2015,,,areacodes
110119,延庆区,county,北京市,直辖,110000,北京市/延庆区,active,2015,,,areacodes
110221,昌平县,county,北京市,直辖,110000,北京市/昌平县,retired,1981,1999,110114,areacodes
110222,顺义县,county,北京市,直辖,110000,北京市/顺义县,retired,1981,1998,110113,areacodes
110223,通县,county,北京市,直辖,110000,北京市/通县,retired,1981,1997,110112,areacodes
110224,大兴县,county,北京市,直辖,110000,北京市/大兴县,retired,1981,2001,110115,areacodes
110225,房山县,county,北京市,直辖,110000,北京市/房山县,retired,1981,1986,110111,areacodes
110226,平谷县,county,北京市,直辖,110000,北京市/平谷县,retired,1981,2001,110117,areacodes
110227,怀柔县,county,北京市,直辖,110000,北京市/怀柔县,retired,1981,2001,110116,areacodes
110228,密云县,county,北京市,直辖,110000,北京市/密云县,retired,1981,2015,110118,areacodes
110229,延庆县,county,北京市,直辖,110000,北京市/延庆县,retired,1981,2015,110119,areacodes
120000,天津市,province,天津市,,,天津市,active,1981,,,areacodes
120101,和平区,county,天津市,直辖,120000,天津市/和平区,active,1981,,,areacodes
120102,河东区,county,天津市,直辖,120000,天津市/河东区,active,1981,,,areacodes
120103,河西区,county,天津市,直辖,120000,天津市/河西区,active,1981,,,areacodes
120104,南开区,county,天津市,直辖,120000,天津市/南开区,active,1981,,,areacodes
120105,河北区,county,天津市,直辖,120000,天津市/河北区,active,1981,,,areacodes
120106,红桥区,county,天津市,直辖,120000,天津市/红桥区,active,1981,,120113[2020],areacodes
120107,塘沽区,county,天津市,直辖,120000,天津市/塘沽区,retired,1981,2009,120116,areacodes
120108,汉沽区,county,天津市,直辖,120000,天津市/汉沽区,retired,1981,2009,120116,areacodes
120109,大港区,county,天津市,直辖,120000,天津市/大港区,retired,1981,2009,120116,areacodes
120110,东郊区,county,天津市,直辖,120000,天津市/东郊区,变更,1981,1992,120110,areacodes
120110,东丽区,county,天津市,直辖,120000,天津市/东丽区,active,1992,,,areacodes
120111,西郊区,county,天津市,直辖,120000,天津市/西郊区,变更,1981,1992,120111,areacodes
120111,西青区,county,天津市,直辖,120000,天津市/西青区,active,1992,,,areacodes
120112,南郊区,county,天津市,直辖,120000,天津市/南郊区,变更,1981,1992,120112,areacodes
120112,津南区,county,天津市,直辖,120000,天津市/津南区,active,1992,,,areacodes
120113,北郊区,county,天津市,直辖,120000,天津市/北郊区,变更,1981,1992,120113,areacodes
120113,北辰区,county,天津市,直辖,120000,天津市/北辰区,active,1992,,,areacodes
120114,武清区,county,天津市,直辖,120000,天津市/武清区,active,2000,,,areacodes
120115,宝坻区,county,天津市,直辖,120000,天津市/宝坻区,active,2001,,,areacodes
120116,滨海新区,county,天津市,直辖,120000,天津市/滨海新区,active,2009,,,areacodes
120117,宁河区,county,天津市,直辖,120000,天津市/宁河区,active,2015,,,areacodes
120118,静海区,county,天津市,直辖,120000,天津市/静海区,active,2015,,,areacodes
120119,蓟州区,county,天津市,直辖,120000,天津市/蓟州区,active,2016,,,areacodes
120221,宁河县,county,天津市,直辖,120000,天津市/宁河县,retired,1981,2015,120117,areacodes
120222,武清县,county,天津市,直辖,120000,天津市/武清县,retired,1981,2000,120114,areacodes
120223,静海县,county,天津市,直辖,120000,天津市/静海县,retired,1981,2015,120118,areacodes
120224,宝坻县,county,天津市,直辖,120000,天津市/宝坻县,retired,1981,2001,120115,areacodes
120225,蓟县,county,天津市,直辖,120000,天津市/蓟县,retired,1981,2016,120119,areacodes
130000,河北省,province,河北省,,,河北省,active,1981,,,areacodes
130100,石家庄市,prefecture,河北省,石家庄市,130000,河北省/石家庄市,active,1981,,,areacodes
130102,长安区,county,河北省,石家庄市,130100,河北省/石家庄市/长安区,active,1983,,130108[2001],areacodes
130103,桥东区,county,河北省,石家庄市,130100,河北省/石家庄市/桥东区,retired,1983,2014,130102;130104,areacodes
130104,桥西区,county,河北省,石家庄市,130100,河北省/石家庄市/桥西区,active,1983,,,areacodes
130105,新华区,county,河北省,石家庄市,130100,河北省/石家庄市/新华区,active,1983,,,areacodes
130106,郊区,county,河北省,石家庄市,130100,河北省/石家庄市/郊区,retired,1983,2001,130102;130103;130104;130105;130108,areacodes
130107,井陉矿区,county,河北省,石家庄市,130100,河北省/石家庄市/井陉矿区,变更,1983,1989,130121,areacodes
130107,井陉矿区,county,河北省,石家庄市,130100,河北省/石家庄市/井陉矿区,active,1992,,,areacodes
130108,裕华区,county,河北省,石家庄市,130100,河北省/石家庄市/裕华区,active,2001,,,areacodes
130109,藁城区,county,河北省,石家庄市,130100,河北省/石家庄市/藁城区,active,2014,,,areacodes
130110,鹿泉区,county,河北省,石家庄市,130100,河北省/石家庄市/鹿泉区,active,2014,,,areacodes
130111,栾城区,county,河北省,石家庄市,130100,河北省/石家庄市/栾城区,active,2014,,,areacodes
130121,井陉县,county,河北省,石家庄市,130100,河北省/石家庄市/井陉县,active,1983,,130107[1992],areacodes
130122,获鹿县,county,河北省,石家庄市,130100,河北省/石家庄市/获鹿县,retired,1983,1994,130185,areacodes
130123,正定县,county,河北省,石家庄市,130100,河北省/石家庄市/正定县,active,1986,,130102[2001];130108[2001],areacodes
130124,栾城县,county,河北省,石家庄市,130100,河北省/石家庄市/栾城县,retired,1986,2014,130108[2001];130111,areacodes
130125,行唐县,county,河北省,石家庄市,130100,河北省/石家庄市/行唐县,active,1993,,,areacodes
130126,灵寿县,county,河北省,石家庄市,130100,河北省/石家庄市/灵寿县,active,1993,,,areacodes
130127,高邑县,county,河北省,石家庄市,130100,河北省/石家庄市/高邑县,active,1993,,,areacodes
130128,深泽县,county,河北省,石家庄市,130100,河北省/石家庄市/深泽县,active,1993,,,areacodes
130129,赞皇县,county,河北省,石家庄市,130100,河北省/石家庄市/赞皇县,active,1993,,,areacodes
130130,无极县,county,河北省,石家庄市,130100,河北省/石家庄市/无极县,active,1993,,,areacodes
130131,平山县,county,河北省,石家庄市,130100,河北省/石家庄市/平山县,active,1993,,,areacodes
130132,元氏县,county,河北省,石家庄市,130100,河北省/石家庄市/元氏县,active,1993,,,areacodes
130133,赵县,county,河北省,石家庄市,130100,河北省/石家庄市/赵县,active,1993,,,areacodes
130181,辛集市,county,河北省,石家庄市,130100,河北省/石家庄市/辛集市,active,1993,,,areacodes
130182,藁城市,county,河北省,石家庄市,130100,河北省/石家庄市/藁城市,retired,1993,2014,130109,areacodes
130183,晋州市,county,河北省,石家庄市,130100,河北省/石家庄市/晋州市,active,1993,,,areacodes
130184,新乐市,county,河北省,石家庄市,130100,河北省/石家庄市/新乐市,active,1993,,,areacodes
130185,鹿泉市,county,河北省,石家庄市,130100,河北省/石家庄市/鹿泉市,retired,1994,2014,130110,areacodes
130200,唐山市,prefecture,河北省,唐山市,130000,河北省/唐山市,active,1981,,,areacodes
130202,路南区,county,河北省,唐山市,130200,河北省/唐山市/路南区,active,1983,,,areacodes
130203,路北区,county,河北省,唐山市,130200,河北省/唐山市/路北区,active,1983,,,areacodes
130204,东矿区,county,河北省,唐山市,130200,河北省/唐山市/东矿区,变更,1983,1995,130204,areacodes
130204,古冶区,county,河北省,唐山市,130200,河北省/唐山市/古冶区,active,1995,,,areacodes
130205,开平区,county,河北省,唐山市,130200,河北省/唐山市/开平区,active,1983,,,areacodes
130206,新区,county,河北省,唐山市,130200,河北省/唐山市/新区,retired,1983,2002,130208,areacodes
130207,丰南区,county,河北省,唐山市,130200,河北省/唐山市/丰南区,active,2002,,130209[2012],areacodes
130208,丰润区,county,河北省,唐山市,130200,河北省/唐山市/丰润区,active,2002,,,areacodes
130209,曹妃甸区,county,河北省,唐山市,130200,河北省/唐山市/曹妃甸区,active,2012,,,areacodes
130221,丰润县,county,河北省,唐山市,130200,河北省/唐山市/丰润县,retired,1983,2002,130208,areacodes
130222,丰南县,county,河北省,唐山市,130200,河北省/唐山市/丰南县,retired,1983,1994,130282,areacodes
130223,滦县,county,河北省,唐山市,130200,河北省/唐山市/滦县,retired,1983,2018,130284,areacodes
130224,滦南县,county,河北省,唐山市,130200,河北省/唐山市/滦南县,active,1983,,,areacodes
130225,乐亭县,county,河北省,唐山市,130200,河北省/唐山市/乐亭县,active,1983,,,areacodes
130226,迁安县,county,河北省,唐山市,130200,河北省/唐山市/迁安县,retired,1983,1996,130283,areacodes
130227,迁西县,county,河北省,唐山市,130200,河北省/唐山市/迁西县,active,1983,,,areacodes
130228,遵化县,county,河北省,唐山市,130200,河北省/唐山市/遵化县,retired,1983,1992,130281,areacodes
130229,玉田县,county,河北省,唐山市,130200,河北省/唐山市/玉田县,active,1983,,,areacodes
130230,唐海县,county,河北省,唐山市,130200,河北省/唐山市/唐海县,retired,1983,2012,130209,areacodes
130281,遵化市,county,河北省,唐山市,130200,河北省/唐山市/遵化市,active,1992,,,areacodes
130282,丰南市,county,河北省,唐山市,130200,河北省/唐山市/丰南市,retired,1994,2002,130207,areacodes
130283,迁安市,county,河北省,唐山市,130200,河北省/唐山市/迁安市,active,1996,,,areacodes
130284,滦州市,county,河北省,唐山市,130200,河北省/唐山市/滦州市,active,2018,,,areacodes
130300,秦皇岛市,prefecture,河北省,秦皇岛市,130000,河北省/秦皇岛市,active,1983,,,areacodes
130302,海港区,county,河北省,秦皇岛市,130300,河北省/秦皇岛市/海港区,active,1983,,,areacodes
130303,山海关区,county,河北省,秦皇岛市,130300,河北省/秦皇岛市/山海关区,active,1983,,,areacodes
130304,北戴河区,county,河北省,秦皇岛市,130300,河北省/秦皇岛市/北戴河区,active,1983,,,areacodes
130305,郊区,county,河北省,秦皇岛市,130300,河北省/秦皇岛市/郊区,retired,1983,1984,130302;130303;130304,areacodes
130306,抚宁区,county,河北省,秦皇岛市,130300,河北省/秦皇岛市/抚宁区,active,2015,,,areacodes
130321,青龙县,county,河北省,秦皇岛市,130300,河北省/秦皇岛市/青龙县,变更,1983,1986,130321,areacodes
130321,青龙满族自治县,county,河北省,秦皇岛市,130300,河北省/秦皇岛市/青龙满族自治县,active,1986,,,areacodes
130322,昌黎县,county,河北省,秦皇岛市,130300,河北省/秦皇岛市/昌黎县,active,1983,,,areacodes
130323,抚宁县,county,河北省,秦皇岛市,130300,河北省/秦皇岛市/抚宁县,retired,1983,2015,130302;130304;130306,areacodes
130324,卢龙县,county,河北省,秦皇岛市,130300,河北省/秦皇岛市/卢龙县,active,1983,,,areacodes
130400,邯郸市,prefecture,河北省,邯郸市,130000,河北省/邯郸市,active,1983,,,areacodes
130402,邯山区,county,河北省,邯郸市,130400,河北省/邯郸市/邯山区,active,1983,,,areacodes
130403,丛台区,county,河北省,邯郸市,130400,河北省/邯郸市/丛台区,active,1983,,,areacodes
130404,复兴区,county,河北省,邯郸市,130400,河北省/邯郸市/复兴区,active,1983,,,areacodes
130405,郊区,county,河北省,邯郸市,130400,河北省/邯郸市/郊区,retired,1983,1986,130402;130403;130404,areacodes
130406,峰峰矿区,county,河北省,邯郸市,130400,河北省/邯郸市/峰峰矿区,active,1983,,,areacodes
130407,肥乡区,county,河北省,邯郸市,130400,河北省/邯郸市/肥乡区,active,2016,,,areacodes
130408,永年区,county,河北省,邯郸市,130400,河北省/邯郸市/永年区,active,2016,,,areacodes
130421,邯郸县,county,河北省,邯郸市,130400,河北省/邯郸市/邯郸县,retired,1983,2016,130404[2014];130402;130403,areacodes
130422,武安县,county,河北省,邯郸市,130400,河北省/邯郸市/武安县,retired,1986,1988,139001,areacodes
130423,临漳县,county,河北省,邯郸市,130400,河北省/邯郸市/临漳县,active,1993,,,areacodes
130424,成安县,county,河北省,邯郸市,130400,河北省/邯郸市/成安县,active,1993,,,areacodes
130425,大名县,county,河北省,邯郸市,130400,河北省/邯郸市/大名县,active,1993,,,areacodes
130426,涉县,county,河北省,邯郸市,130400,河北省/邯郸市/涉县,active,1993,,,areacodes
130427,磁县,county,河北省,邯郸市,130400,河北省/邯郸市/磁县,active,1993,,130402[2016];130404[2016],areacodes
130428,肥乡县,county,河北省,邯郸市,130400,河北省/邯郸市/肥乡县,retired,1993,2016,130407,areacodes
130429,永年县,county,河北省,邯郸市,130400,河北省/邯郸市/永年县,retired,1993,2016,130403;130408,areacodes
130430,丘县,county,河北省,邯郸市,130400,河北省/邯郸市/丘县,变更,1993,1996,130430,areacodes
130430,邱县,county,河北省,邯郸市,130400,河北省/邯郸市/邱县,active,1996,,,areacodes
130431,鸡泽县,county,河北省,邯郸市,130400,河北省/邯郸市/鸡泽县,active,1993,,,areacodes
130432,广平县,county,河北省,邯郸市,130400,河北省/邯郸市/广平县,active,1993,,,areacodes
130433,馆陶县,county,河北省,邯郸市,130400,河北省/邯郸市/馆陶县,active,1993,,,areacodes
130434,魏县,county,河北省,邯郸市,130400,河北省/邯郸市/魏县,active,1993,,,areacodes
130435,曲周县,county,河北省,邯郸市,130400,河北省/邯郸市/曲周县,active,1993,,,areacodes
130481,武安市,county,河北省,邯郸市,130400,河北省/邯郸市/武安市,active,1990,,,areacodes
130500,邢台市,prefecture,河北省,邢台市,130000,河北省/邢台市,active,1983,,,areacodes
130502,桥东区,county,河北省,邢台市,130500,河北省/邢台市/桥东区,变更,1983,2020,130502,areacodes
130502,襄都区,county,河北省,邢台市,130500,河北省/邢台市/襄都区,active,2020,,,areacodes
130503,桥西区,county,河北省,邢台市,130500,河北省/邢台市/桥西区,变更,1983,2020,130503,areacodes
130503,信都区,county,河北省,邢台市,130500,河北省/邢台市/信都区,active,2020,,,areacodes
130504,郊区,county,河北省,邢台市,130500,河北省/邢台市/郊区,retired,1983,1988,130502;130503,areacodes
130505,任泽区,county,河北省,邢台市,130500,河北省/邢台市/任泽区,active,2020,,,areacodes
130506,南和区,county,河北省,邢台市,130500,河北省/邢台市/南和区,active,2020,,,areacodes
130521,邢台县,county,河北省,邢台市,130500,河北省/邢台市/邢台县,retired,1986,2020,130502;130503,areacodes
130522,临城县,county,河北省,邢台市,130500,河北省/邢台市/临城县,active,1993,,,areacodes
130523,内丘县,county,河北省,邢台市,130500,河北省/邢台市/内丘县,active,1993,,,areacodes
130524,柏乡县,county,河北省,邢台市,130500,河北省/邢台市/柏乡县,active,1993,,,areacodes
130525,隆尧县,county,河北省,邢台市,130500,河北省/邢台市/隆尧县,active,1993,,,areacodes
130526,任县,county,河北省,邢台市,130500,河北省/邢台市/任县,retired,1993,2020,130505,areacodes
130527,南和县,county,河北省,邢台市,130500,河北省/邢台市/南和县,retired,1993,2020,130506,areacodes
130528,宁晋县,county,河北省,邢台市,130500,河北省/邢台市/宁晋县,active,1993,,,areacodes
130529,巨鹿县,county,河北省,邢台市,130500,河北省/邢台市/巨鹿县,active,1993,,,areacodes
130530,新河县,county,河北省,邢台市,130500,河北省/邢台市/新河县,active,1993,,,areacodes
130531,广宗县,county,河北省,邢台市,130500,河北省/邢台市/广宗县,active,1993,,,areacodes
130532,平乡县,county,河北省,邢台市,130500,河北省/邢台市/平乡县,active,1993,,,areacodes
130533,威县,county,河北省,邢台市,130500,河北省/邢台市/威县,active,1993,,,areacodes
130534,清河县,county,河北省,邢台市,130500,河北省/邢台市/清河县,active,1993,,,areacodes
130535,临西县,county,河北省,邢台市,130500,河北省/邢台市/临西县,active,1993,,,areacodes
130581,南宫市,county,河北省,邢台市,130500,河北省/邢台市/南宫市,active,1993,,,areacodes
130582,沙河市,county,河北省,邢台市,130500,河北省/邢台市/沙河市,active,1993,,,areacodes
130600,保定市,prefecture,河北省,保定市,130000,河北省/保定市,active,1983,,,areacodes
130602,新市区,county,河北省,保定市,130600,河北省/保定市/新市区,变更,1983,2015,130602,areacodes
130602,竞秀区,county,河北省,保定市,130600,河北省/保定市/竞秀区,active,2015,,,areacodes
130603,北市区,county,河北省,保定市,130600,河北省/保定市/北市区,retired,1983,2015,130606,areacodes
130604,南市区,county,河北省,保定市,130600,河北省/保定市/南市区,retired,1983,2015,130606,areacodes
130605,郊区,county,河北省,保定市,130600,河北省/保定市/郊区,retired,1983,1987,130602;130603;130604,areacodes
130606,莲池区,county,河北省,保定市,130600,河北省/保定市/莲池区,active,2015,,,areacodes
130607,满城区,county,河北省,保定市,130600,河北省/保定市/满城区,active,2015,,,areacodes
130608,清苑区,county,河北省,保定市,130600,河北省/保定市/清苑区,active,2015,,,areacodes
130609,徐水区,county,河北省,保定市,130600,河北省/保定市/徐水区,active,2015,,,areacodes
130621,满城县,county,河北省,保定市,130600,河北省/保定市/满城县,retired,1983,2015,130607,areacodes
130622,清苑县,county,河北省,保定市,130600,河北省/保定市/清苑县,retired,1986,2015,130608,areacodes
130623,涞水县,county,河北省,保定市,130600,河北省/保定市/涞水县,active,1994,,,areacodes
130624,阜平县,county,河北省,保定市,130600,河北省/保定市/阜平县,active,1994,,,areacodes
130625,徐水县,county,河北省,保定市,130600,河北省/保定市/徐水县,retired,1994,2015,130609,areacodes
130626,定兴县,county,河北省,保定市,130600,河北省/保定市/定兴县,active,1994,,,areacodes
130627,唐县,county,河北省,保定市,130600,河北省/保定市/唐县,active,1994,,,areacodes
130628,高阳县,county,河北省,保定市,130600,河北省/保定市/高阳县,active,1994,,,areacodes
130629,容城县,county,河北省,保定市,130600,河北省/保定市/容城县,active,1994,,,areacodes
130630,涞源县,county,河北省,保定市,130600,河北省/保定市/涞源县,active,1994,,,areacodes
130631,望都县,county,河北省,保定市,130600,河北省/保定市/望都县,active,1994,,,areacodes
130632,安新县,county,河北省,保定市,130600,河北省/保定市/安新县,active,1994,,,areacodes
130633,易县,county,河北省,保定市,130600,河北省/保定市/易县,active,1994,,,areacodes
130634,曲阳县,county,河北省,保定市,130600,河北省/保定市/曲阳县,active,1994,,,areacodes
130635,蠡县,county,河北省,保定市,130600,河北省/保定市/蠡县,active,1994,,,areacodes
130636,顺平县,county,河北省,保定市,130600,河北省/保定市/顺平县,active,1994,,,areacodes
130637,博野县,county,河北省,保定市,130600,河北省/保定市/博野县,active,1994,,,areacodes
130638,雄县,county,河北省,保定市,130600,河北省/保定市/雄县,active,1994,,,areacodes
130681,涿州市,county,河北省,保定市,130600,河北省/保定市/涿州市,active,1994,,,areacodes
130682,定州市,county,河北省,保定市,130600,河北省/保定市/定州市,active,1994,,,areacodes
130683,安国市,county,河北省,保定市,130600,河北省/保定市/安国市,active,1994,,,areacodes
130684,高碑店市,county,河北省,保定市,130600,河北省/保定市/高碑店市,active,1994,,,areacodes
130700,张家口市,prefecture,河北省,张家口市,130000,河北省/张家口市,active,1983,,,areacodes
130702,桥东区,county,河北省,张家口市,130700,河北省/张家口市/桥东区,active,1983,,,areacodes
130703,桥西区,county,河北省,张家口市,130700,河北省/张家口市/桥西区,active,1983,,,areacodes
130704,茶坊区,county,河北省,张家口市,130700,河北省/张家口市/茶坊区,retired,1983,1989,130702;130703,areacodes
130705,宣化区,county,河北省,张家口市,130700,河北省/张家口市/宣化区,active,1983,,,areacodes
130706,下花园区,county,河北省,张家口市,130700,河北省/张家口市/下花园区,active,1983,,,areacodes
130707,庞家堡区,county,河北省,张家口市,130700,河北省/张家口市/庞家堡区,retired,1983,1989,130721,areacodes
130708,万全区,county,河北省,张家口市,130700,河北省/张家口市/万全区,active,2016,,,areacodes
130709,崇礼区,county,河北省,张家口市,130700,河北省/张家口市/崇礼区,active,2016,,,areacodes
130721,宣化县,county,河北省,张家口市,130700,河北省/张家口市/宣化县,retired,1983,2016,130702;130703;130705,areacodes
130722,张北县,county,河北省,张家口市,130700,河北省/张家口市/张北县,active,1993,,,areacodes
130723,康保县,county,河北省,张家口市,130700,河北省/张家口市/康保县,active,1993,,,areacodes
130724,沽源县,county,河北省,张家口市,130700,河北省/张家口市/沽源县,active,1993,,,areacodes
130725,尚义县,county,河北省,张家口市,130700,河北省/张家口市/尚义县,active,1993,,,areacodes
130726,蔚县,county,河北省,张家口市,130700,河北省/张家口市/蔚县,active,1993,,,areacodes
130727,阳原县,county,河北省,张家口市,130700,河北省/张家口市/阳原县,active,1993,,,areacodes
130728,怀安县,county,河北省,张家口市,130700,河北省/张家口市/怀安县,active,1993,,,areacodes
130729,万全县,county,河北省,张家口市,130700,河北省/张家口市/万全县,retired,1993,2016,130708,areacodes
130730,怀来县,county,河北省,张家口市,130700,河北省/张家口市/怀来县,active,1993,,,areacodes
130731,涿鹿县,county,河北省,张家口市,130700,河北省/张家口市/涿鹿县,active,1993,,,areacodes
130732,赤城县,county,河北省,张家口市,130700,河北省/张家口市/赤城县,active,1993,,,areacodes
130733,崇礼县,county,河北省,张家口市,130700,河北省/张家口市/崇礼县,retired,1993,2016,130709,areacodes
130800,承德市,prefecture,河北省,承德市,130000,河北省/承德市,active,1983,,,areacodes
130802,双桥区,county,河北省,承德市,130800,河北省/承德市/双桥区,active,1983,,,areacodes
130803,双滦区,county,河北省,承德市,130800,河北省/承德市/双滦区,active,1983,,,areacodes
130804,鹰手营子矿区,county,河北省,承德市,130800,河北省/承德市/鹰手营子矿区,active,1983,,,areacodes
130821,承德县,county,河北省,承德市,130800,河北省/承德市/承德县,active,1983,,,areacodes
130822,兴隆县,county,河北省,承德市,130800,河北省/承德市/兴隆县,active,1993,,,areacodes
130823,平泉县,county,河北省,承德市,130800,河北省/承德市/平泉县,retired,1993,2017,130881,areacodes
130824,滦平县,county,河北省,承德市,130800,河北省/承德市/滦平县,active,1993,,,areacodes
130825,隆化县,county,河北省,承德市,130800,河北省/承德市/隆化县,active,1993,,,areacodes
130826,丰宁满族自治县,county,河北省,承德市,130800,河北省/承德市/丰宁满族自治县,active,1993,,,areacodes
130827,宽城满族自治县,county,河北省,承德市,130800,河北省/承德市/宽城满族自治县,active,1993,,,areacodes
130828,围场满族蒙古族自治县,county,河北省,承德市,130800,河北省/承德市/围场满族蒙古族自治县,active,1993,,,areacodes
130881,平泉市,county,河北省,承德市,130800,河北省/承德市/平泉市,active,2017,,,areacodes
130900,沧州市,prefecture,河北省,沧州市,130000,河北省/沧州市,active,1983,,,areacodes
130902,新华区,county,河北省,沧州市,130900,河北省/沧州市/新华区,active,1983,,,areacodes
130903,运河区,county,河北省,沧州市,130900,河北省/沧州市/运河区,active,1983,,,areacodes
130904,郊区,county,河北省,沧州市,130900,河北省/沧州市/郊区,retired,1983,1997,130902;130903,areacodes
130921,沧县,county,河北省,沧州市,130900,河北省/沧州市/沧县,active,1983,,,areacodes
130922,青县,county,河北省,沧州市,130900,河北省/沧州市/青县,active,1986,,,areacodes
130923,东光县,county,河北省,沧州市,130900,河北省/沧州市/东光县,active,1993,,,areacodes
130924,海兴县,county,河北省,沧州市,130900,河北省/沧州市/海兴县,active,1993,,,areacodes
130925,盐山县,county,河北省,沧州市,130900,河北省/沧州市/盐山县,active,1993,,,areacodes
130926,肃宁县,county,河北省,沧州市,130900,河北省/沧州市/肃宁县,active,1993,,,areacodes
130927,南皮县,county,河北省,沧州市,130900,河北省/沧州市/南皮县,active,1993,,,areacodes
130928,吴桥县,county,河北省,沧州市,130900,河北省/沧州市/吴桥县,active,1993,,,areacodes
130929,献县,county,河北省,沧州市,130900,河北省/沧州市/献县,active,1993,,,areacodes
130930,孟村回族自治县,county,河北省,沧州市,130900,河北省/沧州市/孟村回族自治县,active,1993,,,areacodes
130981,泊头市,county,河北省,沧州市,130900,河北省/沧州市/泊头市,active,1993,,,areacodes
130982,任丘市,county,河北省,沧州市,130900,河北省/沧州市/任丘市,active,1993,,,areacodes
130983,黄骅市,county,河北省,沧州市,130900,河北省/沧州市/黄骅市,active,1993,,,areacodes
130984,河间市,county,河北省,沧州市,130900,河北省/沧州市/河间市,active,1993,,,areacodes
131000,廊坊市,prefecture,河北省,廊坊市,130000,河北省/廊坊市,active,1988,,,areacodes
131002,安次区,county,河北省,廊坊市,131000,河北省/廊坊市/安次区,active,1988,,131003[2000],areacodes
131003,广阳区,county,河北省,廊坊市,131000,河北省/廊坊市/广阳区,active,2000,,,areacodes
131021,三河县,county,河北省,廊坊市,131000,河北省/廊坊市/三河县,retired,1988,1993,131082,areacodes
131022,固安县,county,河北省,廊坊市,131000,河北省/廊坊市/固安县,active,1988,,,areacodes
131023,永清县,county,河北省,廊坊市,131000,河北省/廊坊市/永清县,active,1988,,,areacodes
131024,香河县,county,河北省,廊坊市,131000,河北省/廊坊市/香河县,active,1988,,,areacodes
131025,大城县,county,河北省,廊坊市,131000,河北省/廊坊市/大城县,active,1988,,,areacodes
131026,文安县,county,河北省,廊坊市,131000,河北省/廊坊市/文安县,active,1988,,,areacodes
131027,霸县,county,河北省,廊坊市,131000,河北省/廊坊市/霸县,retired,1988,1990,131081,areacodes
131028,大厂回族自治县,county,河北省,廊坊市,131000,河北省/廊坊市/大厂回族自治县,active,1988,,,areacodes
131081,霸州市,county,河北省,廊坊市,131000,河北省/廊坊市/霸州市,active,1990,,,areacodes
131082,三河市,county,河北省,廊坊市,131000,河北省/廊坊市/三河市,active,1993,,,areacodes
131100,衡水市,prefecture,河北省,衡水市,130000,河北省/衡水市,active,1996,,,areacodes
131102,桃城区,county,河北省,衡水市,131100,河北省/衡水市/桃城区,active,1996,,,areacodes
131103,冀州区,county,河北省,衡水市,131100,河北省/衡水市/冀州区,active,2016,,,areacodes
131121,枣强县,county,河北省,衡水市,131100,河北省/衡水市/枣强县,active,1996,,,areacodes
131122,武邑县,county,河北省,衡水市,131100,河北省/衡水市/武邑县,active,1996,,,areacodes
131123,武强县,county,河北省,衡水市,131100,河北省/衡水市/武强县,active,1996,,,areacodes
131124,饶阳县,county,河北省,衡水市,131100,河北省/衡水市/饶阳县,active,1996,,,areacodes
131125,安平县,county,河北省,衡水市,131100,河北省/衡水市/安平县,active,1996,,,areacodes
131126,故城县,county,河北省,衡水市,131100,河北省/衡水市/故城县,active,1996,,,areacodes
131127,景县,county,河北省,衡水市,131100,河北省/衡水市/景县,active,1996,,,areacodes
131128,阜城县,county,河北省,衡水市,131100,河北省/衡水市/阜城县,active,1996,,,areacodes
131181,冀州市,county,河北省,衡水市,131100,河北省/衡水市/冀州市,retired,1996,2016,131103,areacodes
131182,深州市,county,河北省,衡水市,131100,河北省/衡水市/深州市,active,1996,,,areacodes
132100,邯郸地区,prefecture,河北省,邯郸地区,130000,河北省/邯郸地区,retired,1981,1993,,areacodes
132101,邯郸市,county,河北省,邯郸地区,132100,河北省/邯郸地区/邯郸市,retired,1981,1983,130402;130403;130404;130405;130406,areacodes
