change_type,year,code,name,old_name,new_name,new_code,source
remapped,,120106,红桥区,,,120113[2020],areacodes
remapped,,130102,长安区,,,130108[2001],areacodes
remapped,,130121,井陉县,,,130107[1992],areacodes
remapped,,130123,正定县,,,130102[2001];130108[2001],areacodes
remapped,,130207,丰南区,,,130209[2012],areacodes
remapped,,130427,磁县,,,130402[2016];130404[2016],areacodes
remapped,,131002,安次区,,,131003[2000],areacodes
remapped,,140221,阳高县,,,140222[2018],areacodes
remapped,,150102,新城区,,,150105[2000],areacodes
remapped,,150404,松山区,,,150402[2005],areacodes
remapped,,150428,喀喇沁旗,,,150403[2005],areacodes
remapped,,150602,东胜区,,,150603[2016],areacodes
remapped,,150700,呼伦贝尔市,,,150703[2013],areacodes
remapped,,152221,科尔沁右翼前旗,,,152202[1996],areacodes
remapped,,210214,普兰店区,,,210213[2016],areacodes
remapped,,210224,长海县,,,210283[2004],areacodes
remapped,,210502,平山区,,,210504[1984],areacodes
remapped,,210881,盖州市,,,210804[2004],areacodes
remapped,,210902,海州区,,,210911[2002],areacodes
remapped,,210911,细河区,,,210902[2002];210903[2002];210904[2002],areacodes
remapped,,211021,辽阳县,,,211005[1984],areacodes
remapped,,211103,兴隆台区,,,211104[2017],areacodes
remapped,,211302,双塔区,,,211303[2006],areacodes
remapped,,211321,朝阳县,,,211302[2006];211303[2006],areacodes
remapped,,211381,北票市,,,211302[2006],areacodes
remapped,,220102,南关区,,,220103[1995],areacodes
remapped,,220103,宽城区,,,220106[1995],areacodes
remapped,,220104,朝阳区,,,220106[1995],areacodes
remapped,,220122,农安县,,,220103[2005],areacodes
remapped,,220183,德惠市,,,220103[2005],areacodes
remapped,,220202,昌邑区,,,220204[1992],areacodes
remapped,,220204,船营区,,,220211[1992],areacodes
remapped,,220221,永吉县,,,220211[1992],areacodes
remapped,,220322,梨树县,,,220302[2016];220302[2017],areacodes
remapped,,220500,通化市,,,220502[1986];220503[1986],areacodes
remapped,,220702,宁江区,,,220721[2008],areacodes
remapped,,220721,前郭尔罗斯蒙古族自治县,,,220702[2008],areacodes
remapped,,220821,镇赉县,,,220802[2005],areacodes
remapped,,230104,道外区,,,230109[2004],areacodes
remapped,,230781,铁力市,,,230725[2019],areacodes
remapped,,230900,七台河市,,,230902[1984];230903[1984];230904[1984],areacodes
remapped,,230902,新兴区,,,230904[2022],areacodes
remapped,,310101,黄浦区,,,310115[1992],areacodes
remapped,,310110,杨浦区,,,310115[1992],areacodes
remapped,,310113,宝山区,,,310230[2005],areacodes
remapped,,320205,锡山区,,,320214[2015],areacodes
remapped,,320211,滨湖区,,,320214[2015],areacodes
remapped,,320312,铜山区,,,320302[2021],areacodes
remapped,,320322,沛县,,,370826[1984],areacodes
remapped,,320412,武进区,,,320402[2015];320404[2015];320411[2015],areacodes
remapped,,320723,灌云县,,,320705[2005],areacodes
remapped,,321003,邗江区,,,321002[2011],areacodes
remapped,,321202,海陵区,,,321203[1997],areacodes
remapped,,321204,姜堰区,,,321202[2019],areacodes
remapped,,321302,宿城区,,,321311[2004],areacodes
remapped,,321311,宿豫区,,,321302[2021],areacodes
remapped,,321323,泗阳县,,,321302[2004],areacodes
remapped,,321324,泗洪县,,,321302[2004],areacodes
remapped,,330105,拱墅区,,,330103[1996],areacodes
remapped,,330106,西湖区,,,330105[1996];330108[1996],areacodes
remapped,,330109,萧山区,,,330114[2021],areacodes
remapped,,330110,余杭区,,,330113[2021],areacodes
remapped,,330212,鄞州区,,,330203[2016],areacodes
remapped,,330300,温州市,,,330302[1984];330303[1984],areacodes
remapped,,330303,龙湾区,,,330302[2001];330305[2015],areacodes
remapped,,330304,瓯海区,,,330302[2001];330303[2001],areacodes
remapped,,330324,永嘉县,,,330302[2001],areacodes
remapped,,330327,苍南县,,,330383[2019],areacodes
remapped,,330381,瑞安市,,,330303[2001];330304[2001],areacodes
remapped,,330500,湖州市,,,330502[2003];330503[2003],areacodes
remapped,,330604,上虞区,,,330602[2021],areacodes
remapped,,330702,婺城区,,,330703[2000],areacodes
remapped,,330802,柯城区,,,330803[2001],areacodes
remapped,,340000,安徽省,,,340901[1983],areacodes
remapped,,340121,长丰县,,,340402[2004];340403[2004];340404[2004],areacodes
remapped,,340122,肥东县,,,340102[2002],areacodes
remapped,,340123,肥西县,,,340104[2006];340111[2006];340104[2014],areacodes
remapped,,340207,鸠江区,,,340202[2005],areacodes
remapped,,340321,怀远县,,,340311[2004],areacodes
remapped,,340322,五河县,,,340311[2014],areacodes
remapped,,340323,固镇县,,,340311[2004],areacodes
remapped,,340521,当涂县,,,340506[2012],areacodes
remapped,,340621,濉溪县,,,340603[2006];340604[2006],areacodes
remapped,,340722,枞阳县,,,340711[2018],areacodes
remapped,,340822,怀宁县,,,340803[2005];340811[2005],areacodes
remapped,,340881,桐城市,,,340811[2005],areacodes
remapped,,341021,歙县,,,341004[2004],areacodes
remapped,,341522,霍邱县,,,341504[2015];341504[2016],areacodes
remapped,,350102,鼓楼区,,,350111[1995],areacodes
remapped,,350103,台江区,,,350102[1995];350111[1995],areacodes
remapped,,350212,同安区,,,350213[2003],areacodes
remapped,,350302,城厢区,,,350304[2002],areacodes
remapped,,350502,鲤城区,,,350503[1997];350504[1997],areacodes
remapped,,350521,惠安县,,,350505[2000],areacodes
remapped,,350602,芗城区,,,350603[1996],areacodes
remapped,,360102,东湖区,,,360111[2004];360113[2019],areacodes
remapped,,360103,西湖区,,,360102[2004];360104[2004];360111[2004],areacodes
remapped,,360111,青山湖区,,,360102[2004];360103[2004];360104[2004];360112[2021],areacodes
remapped,,360112,新建区,,,360113[2019];360113[2021];360113[2022],areacodes
remapped,,360425,永修县,,,360482[2010],areacodes
remapped,,360426,德安县,,,360482[2010],areacodes
remapped,,360826,泰和县,,,360881[2019],areacodes
remapped,,370124,平阴县,,,370923[1996],areacodes
remapped,,370126,商河县,,,372402[1990],areacodes
remapped,,370212,崂山区,,,370203[1994];370205[1994];370213[1994];370214[1994],areacodes
remapped,,370321,桓台县,,,370303[2003],areacodes
remapped,,370322,高青县,,,372301[1990],areacodes
remapped,,370602,芝罘区,,,370613[1994],areacodes
remapped,,370686,栖霞市,,,370611[2020],areacodes
remapped,,370702,潍城区,,,370705[1994],areacodes
remapped,,370703,寒亭区,,,370705[1994],areacodes
remapped,,370704,坊子区,,,370705[2003],areacodes
remapped,,370784,安丘市,,,370704[2003],areacodes
remapped,,370829,嘉祥县,,,372926[1990],areacodes
remapped,,371100,日照市,,,371102[1992],areacodes
remapped,,371102,东港区,,,371103[2004],areacodes
remapped,,371103,岚山区,,,371102[2014],areacodes
remapped,,371325,费县,,,371302[2003],areacodes
remapped,,410202,龙亭区,,,410211[2005],areacodes
remapped,,410204,鼓楼区,,,410211[2005],areacodes
remapped,,410223,尉氏县,,,410184[2022],areacodes
remapped,,410303,西工区,,,410311[2000],areacodes
remapped,,410327,宜阳县,,,410311[2014],areacodes
remapped,,410400,平顶山市,,,410404[1997],areacodes
remapped,,410421,宝丰县,,,410411[1984],areacodes
remapped,,410522,安阳县,,,410502[2002];410503[2002];410506[2002];410503[2017];410506[2017];410505[2021],areacodes
remapped,,410702,红旗区,,,410711[2003],areacodes
remapped,,410721,新乡县,,,410702[2003];410703[2003];410704[2003];410711[2003];410702[2006],areacodes
remapped,,410725,原阳县,,,410721[2006],areacodes
remapped,,410726,延津县,,,410702[2006],areacodes
remapped,,410922,清丰县,,,410902[2005],areacodes
remapped,,410928,濮阳县,,,410902[2005],areacodes
remapped,,411102,源汇区,,,411103[2004];411104[2004],areacodes
remapped,,411627,太康县,,,411626[2005],areacodes
remapped,,411628,鹿邑县,,,411626[2005],areacodes
remapped,,411725,确山县,,,411702[2001],areacodes
remapped,,411727,汝南县,,,411702[2001],areacodes
remapped,,411728,遂平县,,,411702[2001],areacodes
remapped,,420100,武汉市,,,420113[1984],areacodes
remapped,,420300,十堰市,,,420302[1984];420303[1984],areacodes
remapped,,420500,宜昌市,,,420502[1986];420503[1986];420504[1986],areacodes
remapped,,420700,鄂州市,,,420111[1984];420703[1984];420704[1984];420702[1987];420703[1987];420704[1987],areacodes
remapped,,420800,荆门市,,,420802[1985];420803[1985],areacodes
remapped,,420802,东宝区,,,420804[2001],areacodes
remapped,,430121,长沙县,,,430105[1996];430103[2015];430111[2015],areacodes
remapped,,430321,湘潭县,,,430312[1984];430302[2009];430302[2010],areacodes
remapped,,430421,衡阳县,,,430411[1984];430407[2001];430408[2001],areacodes
remapped,,430422,衡南县,,,430411[1984];430406[2001];430408[2001];430405[2006],areacodes
remapped,,430423,衡山县,,,430412[1984],areacodes
remapped,,430522,新邵县,,,430511[1997],areacodes
remapped,,430600,岳阳市,,,430602[1984];430611[1984],areacodes
remapped,,430621,岳阳县,,,430611[1984];430602[2005],areacodes
remapped,,430623,华容县,,,430611[1996],areacodes
remapped,,430821,慈利县,,,430726[2005],areacodes
remapped,,431321,双峰县,,,431302[2017],areacodes
remapped,,431382,涟源市,,,431302[2017],areacodes
remapped,,440106,天河区,,,440104[2005];440116[2005],areacodes
remapped,,440111,白云区,,,440104[2005];440116[2005],areacodes
remapped,,440112,黄埔区,,,440116[2005],areacodes
remapped,,440113,番禺区,,,440115[2005];440115[2012],areacodes
remapped,,440200,韶关市,,,440202[1984];440203[1984];440204[1984],areacodes
remapped,,440300,深圳市,,,440321[1982];440303[1990];440304[1990];440305[1990],areacodes
remapped,,440303,罗湖区,,,440308[1997],areacodes
remapped,,440306,宝安区,,,440309[2016];440311[2018],areacodes
remapped,,440307,龙岗区,,,440310[2016],areacodes
remapped,,440400,珠海市,,,440402[1984],areacodes
remapped,,440402,香洲区,,,440404[2001],areacodes
remapped,,440507,龙湖区,,,440511[2003],areacodes
remapped,,440600,佛山市,,,440602[1984];440603[1984],areacodes
remapped,,440700,江门市,,,440702[1984];440711[1984],areacodes
remapped,,440900,茂名市,,,440902[1984],areacodes
remapped,,440904,电白区,,,440902[2017],areacodes
remapped,,441204,高要区,,,440608[2025],areacodes
remapped,,441322,博罗县,,,441302[2003],areacodes
remapped,,445202,榕城区,,,445203[2012];445203[2020],areacodes
remapped,,445203,揭东区,,,445202[2017],areacodes
remapped,,445302,云城区,,,445323[1996];445303[2014],areacodes
remapped,,450000,广西壮族自治区,,,450602[1993],areacodes
remapped,,450100,南宁市,,,450111[1984],areacodes
remapped,,450200,柳州市,,,450211[1984],areacodes
remapped,,450203,鱼峰区,,,450202[2002],areacodes
remapped,,450206,柳江区,,,450203[2018];450204[2019],areacodes
remapped,,450300,桂林市,,,450311[1984],areacodes
remapped,,450400,梧州市,,,450411[1984],areacodes
remapped,,450403,万秀区,,,450404[2003];450421[2013],areacodes
remapped,,450421,苍梧县,,,450403[2003];450404[2003];450405[2003];450406[2013],areacodes
remapped,,450500,北海市,,,450502[1984];450511[1984],areacodes
remapped,,450502,海城区,,,450503[1994],areacodes
remapped,,450521,合浦县,,,450503[1994];450512[1994],areacodes
remapped,,450603,防城区,,,450681[1996],areacodes
remapped,,450802,港北区,,,450804[2003],areacodes
remapped,,450902,玉州区,,,450903[2013],areacodes
remapped,,451102,八步区,,,451103[2016],areacodes
remapped,,460100,海口市,,,460102[1990];460103[1990];460104[1990],areacodes
remapped,,460200,三亚市,,,460202[2014];460203[2014];460204[2014];460205[2014],areacodes
remapped,,460300,三沙市,,,460302[2020];460303[2020],areacodes
remapped,,500109,北碚区,,,500157[2025],areacodes
remapped,,510112,龙泉驿区,,,510114[2005],areacodes
remapped,,510113,青白江区,,,510114[2005],areacodes
remapped,,510303,贡井区,,,510302[2005],areacodes
remapped,,510304,大安区,,,510302[2005],areacodes
remapped,,510311,沿滩区,,,510302[2005],areacodes
remapped,,510321,荣县,,,510303[2005],areacodes
remapped,,510322,富顺县,,,510304[2005];510311[2005],areacodes
remapped,,510500,泸州市,,,510502[1984],areacodes
remapped,,510521,泸县,,,510502[1984];510502[1995];510504[1995],areacodes
remapped,,510822,青川县,,,510802[2005],areacodes
remapped,,510921,蓬溪县,,,510923[1997],areacodes
remapped,,511002,市中区,,,511011[1989],areacodes
remapped,,511303,高坪区,,,511304[2006],areacodes
remapped,,511321,南部县,,,511324[2004],areacodes
remapped,,511502,翠屏区,,,511504[2018],areacodes
remapped,,511503,南溪区,,,511502[2019],areacodes
remapped,,511523,江安县,,,511524[2006],areacodes
remapped,,511524,长宁县,,,511523[2019],areacodes
remapped,,511525,高县,,,511526[2023],areacodes
remapped,,511602,广安区,,,511603[2013],areacodes
remapped,,511902,巴州区,,,511903[2013],areacodes
remapped,,520100,贵阳市,,,520114[2000],areacodes
remapped,,520111,花溪区,,,520114[2000],areacodes
remapped,,520112,乌当区,,,520115[2012],areacodes
remapped,,520181,清镇市,,,520115[2012],areacodes
remapped,,520302,红花岗区,,,520303[2003],areacodes
remapped,,520303,汇川区,,,520302[2016],areacodes
remapped,,522635,麻江县,,,522601[1983];522601[2014],areacodes
remapped,,530102,五华区,,,530112[2004],areacodes
remapped,,530103,盘龙区,,,530102[2004];530111[2004];530112[2004],areacodes
remapped,,530111,官渡区,,,530103[2004];530112[2004],areacodes
remapped,,530112,西山区,,,530102[2004],areacodes
remapped,,530127,嵩明县,,,530103[2016];530103[2017],areacodes
remapped,,530602,昭阳区,,,530624[2023],areacodes
remapped,,532529,红河县,,,532429[1984],areacodes
remapped,,533423,维西傈僳族自治县,,,533422[2024],areacodes
remapped,,610300,宝鸡市,,,610403[1983],areacodes
remapped,,610324,扶风县,,,610300[1982];610403[2008],areacodes
remapped,,610402,秦都区,,,610404[1986],areacodes
remapped,,620121,永登县,,,620122[2023],areacodes
remapped,,620122,皋兰县,,,620402[1985];620102[2022];620105[2022],areacodes
remapped,,620300,金昌市,,,620302[1984],areacodes
remapped,,622921,临夏县,,,622901[1983],areacodes
remapped,,623027,夏河县,,,623001[1996],areacodes
remapped,,630104,城西区,,,630105[1986],areacodes
remapped,,632800,海西蒙古族藏族自治州,,,632802[1988];632803[2018],areacodes
remapped,,632821,乌兰县,,,632802[1988],areacodes
remapped,,640122,贺兰县,,,640106[2002];640106[2022],areacodes
remapped,,640181,灵武市,,,640104[2004],areacodes
remapped,,640221,平罗县,,,640202[2002],areacodes
remapped,,640300,吴忠市,,,640303[2009],areacodes
remapped,,640381,青铜峡市,,,640521[2018],areacodes
remapped,,640402,原州区,,,640424[2003],areacodes
remapped,,640521,中宁县,,,640381[2006],areacodes
remapped,,650000,新疆维吾尔自治区,,,659002[2002];659003[2002];659004[2002];659005[2011];659006[2012];659007[2014];659008[2015];659009[2016];659010[2019];659011[2021];659012[2023],areacodes
remapped,,650102,天山区,,,650107[2002],areacodes
remapped,,650104,新市区,,,650106[2020],areacodes
remapped,,650105,水磨沟区,,,650108[1987],areacodes
remapped,,650121,乌鲁木齐县,,,650108[1987];650102[2001];650103[2001];650104[2001];650105[2001];650106[2001];650108[2001];650107[2002];650106[2020],areacodes
remapped,,650203,克拉玛依区,,,650204[2020],areacodes
remapped,,652700,博尔塔拉蒙古自治州,,,652702[2012],areacodes
remapped,,652823,尉犁县,,,659006[2024],areacodes
remapped,,652824,若羌县,,,659006[2020],areacodes
remapped,,652825,且末县,,,659006[2020];659006[2024],areacodes
remapped,,652826,焉耆回族自治县,,,659006[2020];659006[2024],areacodes
remapped,,652827,和静县,,,659006[2020];659006[2024],areacodes
remapped,,652828,和硕县,,,659006[2020],areacodes
remapped,,652829,博湖县,,,659006[2020];659006[2024],areacodes
remapped,,652922,温宿县,,,652901[1983],areacodes
remapped,,653001,阿图什市,,,659003[2024],areacodes
remapped,,653022,阿克陶县,,,659003[2014],areacodes
remapped,,653024,乌恰县,,,659003[2024],areacodes
remapped,,653121,疏附县,,,659003[2014];653101[2024],areacodes
remapped,,653122,疏勒县,,,659003[2014];653101[2024],areacodes
remapped,,653221,和田县,,,653201[1983];653201[2006];653229[2024],areacodes
remapped,,653223,皮山县,,,653228[2024],areacodes
remapped,,653224,洛浦县,,,653201[2006],areacodes
remapped,,654000,伊犁哈萨克自治州,,,654004[2014],areacodes
remapped,,654022,察布查尔锡伯自治县,,,654002[2020],areacodes
remapped,,654023,霍城县,,,654004[2014],areacodes
created,1981,110000,北京市,,,,areacodes
created,1981,110101,东城区,,,,areacodes
created,1981,110102,西城区,,,,areacodes
created,1981,110103,崇文区,,,,areacodes
created,1981,110104,宣武区,,,,areacodes
created,1981,110105,朝阳区,,,,areacodes
created,1981,110106,丰台区,,,,areacodes
created,1981,110107,石景山区,,,,areacodes
created,1981,110108,海淀区,,,,areacodes
created,1981,110109,门头沟区,,,,areacodes
created,1981,110110,燕山区,,,,areacodes
created,1981,110221,昌平县,,,,areacodes
created,1981,110222,顺义县,,,,areacodes
created,1981,110223,通县,,,,areacodes
created,1981,110224,大兴县,,,,areacodes
created,1981,110225,房山县,,,,areacodes
created,1981,110226,平谷县,,,,areacodes
created,1981,110227,怀柔县,,,,areacodes
created,1981,110228,密云县,,,,areacodes
created,1981,110229,延庆县,,,,areacodes
created,1981,120000,天津市,,,,areacodes
created,1981,120101,和平区,,,,areacodes
created,1981,120102,河东区,,,,areacodes
created,1981,120103,河西区,,,,areacodes
created,1981,120104,南开区,,,,areacodes
created,1981,120105,河北区,,,,areacodes
created,1981,120106,红桥区,,,,areacodes
created,1981,120107,塘沽区,,,,areacodes
created,1981,120108,汉沽区,,,,areacodes
created,1981,120109,大港区,,,,areacodes
created,1981,120110,东郊区,,,,areacodes
created,1981,120111,西郊区,,,,areacodes
created,1981,120112,南郊区,,,,areacodes
created,1981,120113,北郊区,,,,areacodes
created,1981,120221,宁河县,,,,areacodes
created,1981,120222,武清县,,,,areacodes
created,1981,120223,静海县,,,,areacodes
created,1981,120224,宝坻县,,,,areacodes
created,1981,120225,蓟县,,,,areacodes
created,1981,130000,河北省,,,,areacodes
created,1981,130100,石家庄市,,,,areacodes
created,1981,130200,唐山市,,,,areacodes
created,1981,132100,邯郸地区,,,,areacodes
created,1981,132101,邯郸市,,,,areacodes
created,1981,132121,大名县,,,,areacodes
created,1981,132122,魏县,,,,areacodes
created,1981,132123,曲周县,,,,areacodes
created,1981,132124,丘县,,,,areacodes
created,1981,132125,鸡泽县,,,,areacodes
created,1981,132126,肥乡县,,,,areacodes
created,1981,132127,广平县,,,,areacodes
created,1981,132128,成安县,,,,areacodes
created,1981,132129,临漳县,,,,areacodes
created,1981,132130,磁县,,,,areacodes
created,1981,132131,武安县,,,,areacodes
created,1981,132132,涉县,,,,areacodes
created,1981,132133,永年县,,,,areacodes
created,1981,132134,邯郸县,,,,areacodes
created,1981,132135,馆陶县,,,,areacodes
created,1981,132200,邢台地区,,,,areacodes
created,1981,132201,邢台市,,,,areacodes
created,1981,132221,邢台县,,,,areacodes
created,1981,132222,沙河县,,,,areacodes
created,1981,132223,临城县,,,,areacodes
created,1981,132224,内丘县,,,,areacodes
created,1981,132225,柏乡县,,,,areacodes
created,1981,132226,隆尧县,,,,areacodes
created,1981,132227,任县,,,,areacodes
created,1981,132228,南和县,,,,areacodes
created,1981,132229,宁晋县,,,,areacodes
created,1981,132230,南宫县,,,,areacodes
created,1981,132231,巨鹿县,,,,areacodes
created,1981,132232,新河县,,,,areacodes
created,1981,132233,广宗县,,,,areacodes
created,1981,132234,平乡县,,,,areacodes
created,1981,132235,威县,,,,areacodes
created,1981,132236,清河县,,,,areacodes
created,1981,132237,临西县,,,,areacodes
created,1981,132300,石家庄地区,,,,areacodes
created,1981,132321,束鹿县,,,,areacodes
created,1981,132322,晋县,,,,areacodes
created,1981,132323,深泽县,,,,areacodes
created,1981,132324,无极县,,,,areacodes
created,1981,132325,藁城县,,,,areacodes
created,1981,132326,赵县,,,,areacodes
created,1981,132327,栾城县,,,,areacodes
created,1981,132328,正定县,,,,areacodes
created,1981,132329,新乐县,,,,areacodes
created,1981,132330,高邑县,,,,areacodes
created,1981,132331,元氏县,,,,areacodes
created,1981,132332,赞皇县,,,,areacodes
created,1981,132333,井陉县,,,,areacodes
created,1981,132334,获鹿县,,,,areacodes
created,1981,132335,平山县,,,,areacodes
created,1981,132336,灵寿县,,,,areacodes
created,1981,132337,行唐县,,,,areacodes
created,1981,132400,保定地区,,,,areacodes
created,1981,132401,保定市,,,,areacodes
created,1981,132421,易县,,,,areacodes
created,1981,132422,满城县,,,,areacodes
created,1981,132423,徐水县,,,,areacodes
created,1981,132424,涞源县,,,,areacodes
created,1981,132425,定兴县,,,,areacodes
created,1981,132426,完县,,,,areacodes
created,1981,132427,唐县,,,,areacodes
created,1981,132428,望都县,,,,areacodes
created,1981,132429,涞水县,,,,areacodes
created,1981,132430,涿县,,,,areacodes
created,1981,132431,清苑县,,,,areacodes
created,1981,132432,高阳县,,,,areacodes
created,1981,132433,安新县,,,,areacodes
created,1981,132434,雄县,,,,areacodes
created,1981,132435,容城县,,,,areacodes
created,1981,132436,新城县,,,,areacodes
created,1981,132437,曲阳县,,,,areacodes
created,1981,132438,阜平县,,,,areacodes
created,1981,132439,定县,,,,areacodes
created,1981,132440,安国县,,,,areacodes
created,1981,132441,博野县,,,,areacodes
created,1981,132442,蠡县,,,,areacodes
created,1981,132500,张家口地区,,,,areacodes
created,1981,132501,张家口市,,,,areacodes
created,1981,132521,张北县,,,,areacodes
created,1981,132522,康保县,,,,areacodes
created,1981,132523,沽源县,,,,areacodes
created,1981,132524,尚义县,,,,areacodes
created,1981,132525,蔚县,,,,areacodes
created,1981,132526,阳原县,,,,areacodes
created,1981,132527,怀安县,,,,areacodes
created,1981,132528,万全县,,,,areacodes
created,1981,132529,怀来县,,,,areacodes
created,1981,132530,涿鹿县,,,,areacodes
created,1981,132531,宣化县,,,,areacodes
created,1981,132532,赤城县,,,,areacodes
created,1981,132533,崇礼县,,,,areacodes
created,1981,132600,承德地区,,,,areacodes
created,1981,132601,承德市,,,,areacodes
created,1981,132621,青龙县,,,,areacodes
created,1981,132622,宽城县,,,,areacodes
created,1981,132623,兴隆县,,,,areacodes
created,1981,132624,平泉县,,,,areacodes
created,1981,132625,承德县,,,,areacodes
created,1981,132626,滦平县,,,,areacodes
created,1981,132627,丰宁县,,,,areacodes
created,1981,132628,隆化县,,,,areacodes
created,1981,132629,围场县,,,,areacodes
created,1981,132700,唐山地区,,,,areacodes
created,1981,132701,秦皇岛市,,,,areacodes
created,1981,132721,丰润县,,,,areacodes
created,1981,132722,丰南县,,,,areacodes
created,1981,132723,滦县,,,,areacodes
created,1981,132724,滦南县,,,,areacodes
created,1981,132725,乐亭县,,,,areacodes
created,1981,132726,昌黎县,,,,areacodes
created,1981,132727,抚宁县,,,,areacodes
created,1981,132728,卢龙县,,,,areacodes
created,1981,132729,迁安县,,,,areacodes
created,1981,132730,迁西县,,,,areacodes
created,1981,132731,遵化县,,,,areacodes
created,1981,132732,玉田县,,,,areacodes
created,1981,132800,廊坊地区,,,,areacodes
created,1981,132801,廊坊市,,,,areacodes
created,1981,132821,三河县,,,,areacodes
created,1981,132822,大厂回族自治县,,,,areacodes
created,1981,132823,香河县,,,,areacodes
created,1981,132824,安次县,,,,areacodes
created,1981,132825,永清县,,,,areacodes
created,1981,132826,固安县,,,,areacodes
created,1981,132827,霸县,,,,areacodes
created,1981,132828,文安县,,,,areacodes
created,1981,132829,大城县,,,,areacodes
created,1981,132900,沧州地区,,,,areacodes
created,1981,132901,沧州市,,,,areacodes
created,1981,132921,沧县,,,,areacodes
created,1981,132922,河间县,,,,areacodes
created,1981,132923,肃宁县,,,,areacodes
created,1981,132924,献县,,,,areacodes
created,1981,132925,交河县,,,,areacodes
created,1981,132926,吴桥县,,,,areacodes
created,1981,132927,东光县,,,,areacodes
created,1981,132928,南皮县,,,,areacodes
created,1981,132929,盐山县,,,,areacodes
created,1981,132930,黄骅县,,,,areacodes
created,1981,132931,孟村回族自治县,,,,areacodes
created,1981,132932,青县,,,,areacodes
created,1981,132933,任丘县,,,,areacodes
created,1981,132934,海兴县,,,,areacodes
created,1981,133000,衡水地区,,,,areacodes
created,1981,133021,衡水县,,,,areacodes
created,1981,133022,冀县,,,,areacodes
created,1981,133023,枣强县,,,,areacodes
created,1981,133024,武邑县,,,,areacodes
created,1981,133025,深县,,,,areacodes
created,1981,133026,武强县,,,,areacodes
created,1981,133027,饶阳县,,,,areacodes
created,1981,133028,安平县,,,,areacodes
created,1981,133029,故城县,,,,areacodes
created,1981,133030,景县,,,,areacodes
created,1981,133031,阜城县,,,,areacodes
created,1981,140000,山西省,,,,areacodes
created,1981,140100,太原市,,,,areacodes
created,1981,140121,清徐县,,,,areacodes
created,1981,140122,阳曲县,,,,areacodes
created,1981,140123,娄烦县,,,,areacodes
created,1981,140200,大同市,,,,areacodes
created,1981,140300,阳泉市,,,,areacodes
created,1981,140400,长治市,,,,areacodes
created,1981,142100,雁北地区,,,,areacodes
created,1981,142121,阳高县,,,,areacodes
created,1981,142122,天镇县,,,,areacodes
created,1981,142123,广灵县,,,,areacodes
created,1981,142124,灵丘县,,,,areacodes
created,1981,142125,浑源县,,,,areacodes
created,1981,142126,应县,,,,areacodes
created,1981,142127,山阴县,,,,areacodes
created,1981,142128,朔县,,,,areacodes
created,1981,142129,平鲁县,,,,areacodes
created,1981,142130,左云县,,,,areacodes
created,1981,142131,右玉县,,,,areacodes
created,1981,142132,大同县,,,,areacodes
created,1981,142133,怀仁县,,,,areacodes
created,1981,142200,忻县地区,,,,areacodes
created,1981,142221,忻县,,,,areacodes
created,1981,142222,定襄县,,,,areacodes
created,1981,142223,五台县,,,,areacodes
created,1981,142224,原平县,,,,areacodes
created,1981,142225,代县,,,,areacodes
created,1981,142226,繁峙县,,,,areacodes
created,1981,142227,宁武县,,,,areacodes
created,1981,142228,静乐县,,,,areacodes
created,1981,142229,神池县,,,,areacodes
created,1981,142230,五寨县,,,,areacodes
created,1981,142231,岢岚县,,,,areacodes
created,1981,142232,河曲县,,,,areacodes
created,1981,142233,保德县,,,,areacodes
created,1981,142234,偏关县,,,,areacodes
created,1981,142300,吕梁地区,,,,areacodes
created,1981,142321,汾阳县,,,,areacodes
created,1981,142322,文水县,,,,areacodes
created,1981,142323,交城县,,,,areacodes
created,1981,142324,孝义县,,,,areacodes
created,1981,142325,兴县,,,,areacodes
created,1981,142326,临县,,,,areacodes
created,1981,142327,柳林县,,,,areacodes
created,1981,142328,石楼县,,,,areacodes
created,1981,142329,岚县,,,,areacodes
created,1981,142330,方山县,,,,areacodes
created,1981,142331,离石县,,,,areacodes
created,1981,142332,中阳县,,,,areacodes
created,1981,142333,交口县,,,,areacodes
created,1981,142400,晋中地区,,,,areacodes
created,1981,142401,榆次市,,,,areacodes
created,1981,142421,榆社县,,,,areacodes
created,1981,142422,左权县,,,,areacodes
created,1981,142423,和顺县,,,,areacodes
created,1981,142424,昔阳县,,,,areacodes
created,1981,142425,平定县,,,,areacodes
created,1981,142426,盂县,,,,areacodes
created,1981,142427,寿阳县,,,,areacodes
created,1981,142428,榆次县,,,,areacodes
created,1981,142429,太谷县,,,,areacodes
created,1981,142430,祁县,,,,areacodes
created,1981,142431,平遥县,,,,areacodes
created,1981,142432,介休县,,,,areacodes
created,1981,142433,灵石县,,,,areacodes
created,1981,142500,晋东南地区,,,,areacodes
created,1981,142521,长治县,,,,areacodes
created,1981,142522,潞城县,,,,areacodes
created,1981,142523,屯留县,,,,areacodes
created,1981,142524,长子县,,,,areacodes
created,1981,142525,沁水县,,,,areacodes
created,1981,142526,阳城县,,,,areacodes
created,1981,142527,晋城县,,,,areacodes
created,1981,142528,高平县,,,,areacodes
created,1981,142529,陵川县,,,,areacodes
created,1981,142530,壶关县,,,,areacodes
created,1981,142531,平顺县,,,,areacodes
created,1981,142532,黎城县,,,,areacodes
created,1981,142533,武乡县,,,,areacodes
created,1981,142534,襄垣县,,,,areacodes
created,1981,142535,沁县,,,,areacodes
